,Mkt-RF,SMB,HML,RF,Year,Month,Day,Date
19850705,0.53,0.12,0.07,0.028,1985,07,05,1985-07-05
19850708,-0.33,0.01,0.27,0.028,1985,07,08,1985-07-08
19850709,-0.37,0.18,0.56,0.028,1985,07,09,1985-07-09
19850710,0.59,-0.09,-0.12,0.028,1985,07,10,1985-07-10
19850711,0.34,0.25,-0.31,0.028,1985,07,11,1985-07-11
19850712,0.21,0.14,0.02,0.028,1985,07,12,1985-07-12
19850715,-0.15,0.37,0.05,0.028,1985,07,15,1985-07-15
19850716,0.98,-0.1,-0.56,0.028,1985,07,16,1985-07-16
19850717,0.37,0.21,-0.52,0.028,1985,07,17,1985-07-17
19850718,-0.57,0.42,0,0.028,1985,07,18,1985-07-18
19850719,0.3,0.42,0.05,0.028,1985,07,19,1985-07-19
19850722,-0.45,0.09,-0.55,0.028,1985,07,22,1985-07-22
19850723,-0.84,0.69,-1.16,0.028,1985,07,23,1985-07-23
19850724,-0.62,0.15,0.31,0.028,1985,07,24,1985-07-24
19850725,0.08,-0.07,0.05,0.028,1985,07,25,1985-07-25
19850726,0.11,-0.11,-0.03,0.028,1985,07,26,1985-07-26
19850729,-1.39,0.34,0.22,0.028,1985,07,29,1985-07-29
19850730,0.05,-0.37,0.29,0.028,1985,07,30,1985-07-30
19850731,0.49,-0.24,-0.44,0.028,1985,07,31,1985-07-31
19850801,0.69,-0.06,-0.44,0.025,1985,08,01,1985-08-01
19850802,-0.23,0.47,0.06,0.025,1985,08,02,1985-08-02
19850805,-0.53,-0.31,0.03,0.025,1985,08,05,1985-08-05
19850806,-1.2,0.28,0.09,0.025,1985,08,06,1985-08-06
19850807,-0.29,-0.28,0.46,0.025,1985,08,07,1985-08-07
19850808,0.7,-0.39,0.37,0.025,1985,08,08,1985-08-08
19850809,-0.23,0.16,-0.13,0.025,1985,08,09,1985-08-09
19850812,-0.34,-0.12,0.11,0.025,1985,08,12,1985-08-12
19850813,-0.19,-0.02,0.37,0.025,1985,08,13,1985-08-13
19850814,0.09,0.04,0.19,0.025,1985,08,14,1985-08-14
19850815,-0.06,0.19,0.36,0.025,1985,08,15,1985-08-15
19850816,-0.56,0.02,-0.06,0.025,1985,08,16,1985-08-16
19850819,0.11,-0.27,0.33,0.025,1985,08,19,1985-08-19
19850820,0.67,-0.49,-0.05,0.025,1985,08,20,1985-08-20
19850821,0.48,-0.08,-0.09,0.025,1985,08,21,1985-08-21
19850822,-0.76,0.46,0.34,0.025,1985,08,22,1985-08-22
19850823,-0.12,0.18,0.14,0.025,1985,08,23,1985-08-23
19850826,0.12,-0.22,-0.02,0.025,1985,08,26,1985-08-26
19850827,0.33,-0.18,-0.21,0.025,1985,08,27,1985-08-27
19850828,0.31,-0.17,0,0.025,1985,08,28,1985-08-28
19850829,0.07,0.08,0.17,0.025,1985,08,29,1985-08-29
19850830,-0.05,0.39,0.3,0.025,1985,08,30,1985-08-30
19850903,-0.43,-0.19,0.08,0.032,1985,09,03,1985-09-03
19850904,-0.33,0,0.25,0.032,1985,09,04,1985-09-04
19850905,-0.04,-0.05,0.05,0.032,1985,09,05,1985-09-05
19850906,0.41,-0.13,-0.48,0.032,1985,09,06,1985-09-06
19850909,0.07,-0.15,-0.14,0.032,1985,09,09,1985-09-09
19850910,-0.75,0.11,0.11,0.032,1985,09,10,1985-09-10
19850911,-1.03,0.11,0.26,0.032,1985,09,11,1985-09-11
19850912,-0.79,0.07,-0.25,0.032,1985,09,12,1985-09-12
19850913,-0.6,-0.43,0.17,0.032,1985,09,13,1985-09-13
19850916,-0.14,-0.33,0.05,0.032,1985,09,16,1985-09-16
19850917,-0.93,-0.37,0.57,0.032,1985,09,17,1985-09-17
19850918,0.07,-0.26,0.04,0.032,1985,09,18,1985-09-18
19850919,0.91,0,-0.27,0.032,1985,09,19,1985-09-19
19850920,-0.46,0.7,-0.02,0.032,1985,09,20,1985-09-20
19850923,0.91,-0.57,-0.35,0.032,1985,09,23,1985-09-23
19850924,-0.76,0.4,0.26,0.032,1985,09,24,1985-09-24
19850925,-1.01,0.39,0.41,0.032,1985,09,25,1985-09-25
19850926,0.07,-0.66,0.4,0.032,1985,09,26,1985-09-26
19850930,0.26,-0.33,0.16,0.032,1985,09,30,1985-09-30
19851001,1.36,-0.83,0.02,0.028,1985,10,01,1985-10-01
19851002,-0.39,0.24,0.69,0.028,1985,10,02,1985-10-02
19851003,0.11,-0.08,0.38,0.028,1985,10,03,1985-10-03
19851004,-0.53,0.38,0.47,0.028,1985,10,04,1985-10-04
19851007,-0.68,0.14,0.18,0.028,1985,10,07,1985-10-07
19851008,-0.13,-0.31,0.4,0.028,1985,10,08,1985-10-08
19851009,0.34,-0.06,-0.04,0.028,1985,10,09,1985-10-09
19851010,0.24,0.03,-0.16,0.028,1985,10,10,1985-10-10
19851011,0.78,-0.19,-0.59,0.028,1985,10,11,1985-10-11
19851014,1.01,-0.5,-0.6,0.028,1985,10,14,1985-10-14
19851015,-0.12,0.25,-0.11,0.028,1985,10,15,1985-10-15
19851016,0.84,-0.48,-0.34,0.028,1985,10,16,1985-10-16
19851017,0.04,0.39,-0.28,0.028,1985,10,17,1985-10-17
19851018,-0.23,0.25,0.01,0.028,1985,10,18,1985-10-18
19851021,-0.09,-0.25,0.22,0.028,1985,10,21,1985-10-21
19851022,0.51,-0.35,-0.23,0.028,1985,10,22,1985-10-22
19851023,0.46,-0.18,0.08,0.028,1985,10,23,1985-10-23
19851024,-0.2,0.38,0.09,0.028,1985,10,24,1985-10-24
19851025,-0.51,0.24,0.37,0.028,1985,10,25,1985-10-25
19851028,0.07,-0.36,0.34,0.028,1985,10,28,1985-10-28
19851029,0.71,-0.28,-0.22,0.028,1985,10,29,1985-10-29
19851030,0.42,-0.14,0.01,0.028,1985,10,30,1985-10-30
19851031,-0.06,0.19,0.13,0.028,1985,10,31,1985-10-31
19851101,0.73,-0.33,-0.22,0.03,1985,11,01,1985-11-01
19851104,-0.04,0.1,0.03,0.03,1985,11,04,1985-11-04
19851105,0.58,-0.3,-0.41,0.03,1985,11,05,1985-11-05
19851106,0.29,0.09,-0.28,0.03,1985,11,06,1985-11-06
19851107,0.02,0.2,0.03,0.03,1985,11,07,1985-11-07
19851108,0.68,0.09,0,0.03,1985,11,08,1985-11-08
19851111,1.52,-0.93,-0.28,0.03,1985,11,11,1985-11-11
19851112,0.5,0.25,-0.05,0.03,1985,11,12,1985-11-12
19851113,-0.46,0.17,-0.13,0.03,1985,11,13,1985-11-13
19851114,0.84,-0.34,0.09,0.03,1985,11,14,1985-11-14
19851115,-0.32,0.64,-0.11,0.03,1985,11,15,1985-11-15
19851118,0.19,-0.36,-0.49,0.03,1985,11,18,1985-11-18
19851119,0.05,0.57,0.01,0.03,1985,11,19,1985-11-19
19851120,0.1,-0.16,-0.1,0.03,1985,11,20,1985-11-20
19851121,1.08,-0.3,-0.14,0.03,1985,11,21,1985-11-21
19851122,0.16,0.42,0.03,0.03,1985,11,22,1985-11-22
19851125,-0.55,0.17,0.14,0.03,1985,11,25,1985-11-25
19851126,0.13,-0.02,-0.14,0.03,1985,11,26,1985-11-26
19851127,0.81,-0.17,-0.63,0.03,1985,11,27,1985-11-27
19851129,-0.02,0.39,-0.07,0.03,1985,11,29,1985-11-29
19851202,-0.75,0.58,-0.01,0.031,1985,12,02,1985-12-02
19851203,0.2,0.01,-0.01,0.031,1985,12,03,1985-12-03
19851204,1.49,-0.4,-0.57,0.031,1985,12,04,1985-12-04
19851205,-0.05,0.36,-0.28,0.031,1985,12,05,1985-12-05
19851206,-0.52,-0.08,0.09,0.031,1985,12,06,1985-12-06
19851209,0.57,-0.56,-0.49,0.031,1985,12,09,1985-12-09
19851210,0.1,-0.13,-0.46,0.031,1985,12,10,1985-12-10
19851211,0.88,-0.42,-0.23,0.031,1985,12,11,1985-12-11
19851212,0.23,0.29,-0.17,0.031,1985,12,12,1985-12-12
19851213,1.38,-0.41,-0.27,0.031,1985,12,13,1985-12-13
19851216,0.77,-0.67,-0.14,0.031,1985,12,16,1985-12-16
19851217,-0.61,-0.07,0.88,0.031,1985,12,17,1985-12-17
19851218,-0.44,0.02,0.43,0.031,1985,12,18,1985-12-18
19851219,0.02,0.09,-0.02,0.031,1985,12,19,1985-12-19
19851220,0.38,0.26,-0.08,0.031,1985,12,20,1985-12-20
19851223,-1.02,0.63,-0.3,0.031,1985,12,23,1985-12-23
19851224,-0.56,0.23,0.2,0.031,1985,12,24,1985-12-24
19851226,0.19,0.09,0.02,0.031,1985,12,26,1985-12-26
19851227,0.87,-0.24,-0.1,0.031,1985,12,27,1985-12-27
19851230,0.39,-0.28,-0.21,0.031,1985,12,30,1985-12-30
19851231,0.31,0.14,0.28,0.031,1985,12,31,1985-12-31
19860102,-0.63,0.85,0.39,0.025,1986,01,02,1986-01-02
19860103,0.56,-0.08,0.21,0.025,1986,01,03,1986-01-03
19860106,-0.04,0.09,0.1,0.025,1986,01,06,1986-01-06
19860107,1.38,-0.42,0.06,0.025,1986,01,07,1986-01-07
19860108,-2.16,1.4,0.33,0.025,1986,01,08,1986-01-08
19860109,-1.17,-0.76,-0.13,0.025,1986,01,09,1986-01-09
19860110,-0.02,0.18,0.25,0.025,1986,01,10,1986-01-10
19860113,0.28,-0.04,0.29,0.025,1986,01,13,1986-01-13
19860114,0.01,0.43,-0.02,0.025,1986,01,14,1986-01-14
19860115,0.79,-0.02,-0.22,0.025,1986,01,15,1986-01-15
19860116,0.46,-0.01,-0.38,0.025,1986,01,16,1986-01-16
19860117,-0.17,0.47,0.18,0.025,1986,01,17,1986-01-17
19860120,-0.39,0.19,0.09,0.025,1986,01,20,1986-01-20
19860121,-0.67,0.34,-0.2,0.025,1986,01,21,1986-01-21
19860122,-0.93,0.44,0.18,0.025,1986,01,22,1986-01-22
19860123,0.24,-0.26,-0.23,0.025,1986,01,23,1986-01-23
19860124,0.95,-0.22,-0.1,0.025,1986,01,24,1986-01-24
19860127,0.45,-0.33,-0.16,0.025,1986,01,27,1986-01-27
19860128,0.98,-0.56,0.06,0.025,1986,01,28,1986-01-28
19860129,0.24,-0.7,-0.28,0.025,1986,01,29,1986-01-29
19860130,-0.34,0.61,0.08,0.025,1986,01,30,1986-01-30
19860131,0.92,-0.46,-0.01,0.025,1986,01,31,1986-01-31
19860203,0.93,-0.53,-0.6,0.028,1986,02,03,1986-02-03
19860204,-0.25,0.13,-0.31,0.028,1986,02,04,1986-02-04
19860205,0.07,0,-0.56,0.028,1986,02,05,1986-02-05
19860206,0.26,0.19,-0.09,0.028,1986,02,06,1986-02-06
19860207,0.49,0.09,-0.34,0.028,1986,02,07,1986-02-07
19860210,0.66,-0.41,-0.12,0.028,1986,02,10,1986-02-10
19860211,0.03,0.18,-0.03,0.028,1986,02,11,1986-02-11
19860212,0.14,0.18,0.31,0.028,1986,02,12,1986-02-12
19860213,0.57,-0.2,0.04,0.028,1986,02,13,1986-02-13
19860214,0.89,-0.41,0.14,0.028,1986,02,14,1986-02-14
19860218,1.12,-0.51,-0.08,0.028,1986,02,18,1986-02-18
19860219,-0.92,0.8,-0.06,0.028,1986,02,19,1986-02-19
19860220,0.83,-0.53,-0.18,0.028,1986,02,20,1986-02-20
19860221,1,-0.04,0.15,0.028,1986,02,21,1986-02-21
19860224,-0.12,0.03,0.36,0.028,1986,02,24,1986-02-24
19860225,-0.23,0.2,0.36,0.028,1986,02,25,1986-02-25
19860226,0.1,0.09,0.16,0.028,1986,02,26,1986-02-26
19860227,1.14,-0.2,0.17,0.028,1986,02,27,1986-02-27
19860228,0.19,0.36,-0.01,0.028,1986,02,28,1986-02-28
19860303,-0.39,0.69,0,0.03,1986,03,03,1986-03-03
19860304,-0.14,0.78,0.15,0.03,1986,03,04,1986-03-04
19860305,-0.2,-0.29,0.1,0.03,1986,03,05,1986-03-05
19860306,0.41,0.23,0.01,0.03,1986,03,06,1986-03-06
19860307,0.14,0.1,-0.25,0.03,1986,03,07,1986-03-07
19860310,0.43,-0.08,-0.2,0.03,1986,03,10,1986-03-10
19860311,1.86,-1.09,0.04,0.03,1986,03,11,1986-03-11
19860312,0.45,0.09,0.25,0.03,1986,03,12,1986-03-12
19860313,0.2,-0.13,-0.33,0.03,1986,03,13,1986-03-13
19860314,1.03,-0.84,-0.21,0.03,1986,03,14,1986-03-14
19860317,-0.75,0.02,-0.32,0.03,1986,03,17,1986-03-17
19860318,0.47,0.04,-0.16,0.03,1986,03,18,1986-03-18
19860319,-0.17,0.14,-0.06,0.03,1986,03,19,1986-03-19
19860320,0.39,-0.13,0.02,0.03,1986,03,20,1986-03-20
19860321,-0.83,1.72,0.69,0.03,1986,03,21,1986-03-21
19860324,0.38,-1.29,-0.28,0.03,1986,03,24,1986-03-24
19860325,-0.25,-0.1,0.22,0.03,1986,03,25,1986-03-25
19860326,0.98,-0.58,0.06,0.03,1986,03,26,1986-03-26
19860327,0.71,-0.05,0.07,0.03,1986,03,27,1986-03-27
19860331,0.06,0.2,-0.16,0.03,1986,03,31,1986-03-31
19860401,-1.21,0.86,0.34,0.024,1986,04,01,1986-04-01
19860402,0.09,-0.28,-0.1,0.024,1986,04,02,1986-04-02
19860403,-1.01,0.8,0.02,0.024,1986,04,03,1986-04-03
19860404,-1.45,0.81,0.25,0.024,1986,04,04,1986-04-04
19860407,-0.32,-0.46,0.12,0.024,1986,04,07,1986-04-07
19860408,1.9,-0.83,-0.58,0.024,1986,04,08,1986-04-08
19860409,0.21,0.14,-0.25,0.024,1986,04,09,1986-04-09
19860410,0.97,-0.36,-0.42,0.024,1986,04,10,1986-04-10
19860411,-0.08,0.33,-0.14,0.024,1986,04,11,1986-04-11
19860414,0.53,0.01,-0.56,0.024,1986,04,14,1986-04-14
19860415,0.14,-0.11,0.15,0.024,1986,04,15,1986-04-15
19860416,1.75,-0.61,-0.55,0.024,1986,04,16,1986-04-16
19860417,0.33,0.38,-0.2,0.024,1986,04,17,1986-04-17
19860418,-0.11,0.47,-0.11,0.024,1986,04,18,1986-04-18
19860421,0.76,-0.32,-0.28,0.024,1986,04,21,1986-04-21
19860422,-0.78,0.72,0.1,0.024,1986,04,22,1986-04-22
19860423,-0.42,0.01,0.02,0.024,1986,04,23,1986-04-23
19860424,0.18,0.28,-0.51,0.024,1986,04,24,1986-04-24
19860425,0,0.16,-0.44,0.024,1986,04,25,1986-04-25
19860428,0.17,-0.27,-0.17,0.024,1986,04,28,1986-04-28
19860429,-0.97,0.37,-0.09,0.024,1986,04,29,1986-04-29
19860430,-1.9,0.62,0.51,0.024,1986,04,30,1986-04-30
19860501,-0.2,-0.22,0.28,0.023,1986,05,01,1986-05-01
19860502,-0.06,0.17,0.19,0.023,1986,05,02,1986-05-02
19860505,1.11,-0.59,0.12,0.023,1986,05,05,1986-05-05
19860506,-0.12,0.23,0.03,0.023,1986,05,06,1986-05-06
19860507,-0.42,0.22,0.22,0.023,1986,05,07,1986-05-07
19860508,0.5,0.1,0.18,0.023,1986,05,08,1986-05-08
19860509,0.3,0.14,0.02,0.023,1986,05,09,1986-05-09
19860512,-0.18,-0.2,0.3,0.023,1986,05,12,1986-05-12
19860513,-0.4,0.09,-0.16,0.023,1986,05,13,1986-05-13
19860514,0.38,-0.27,-0.4,0.023,1986,05,14,1986-05-14
19860515,-1.09,0.68,0.29,0.023,1986,05,15,1986-05-15
19860516,-0.56,0.47,0.08,0.023,1986,05,16,1986-05-16
19860519,0.06,-0.41,0.07,0.023,1986,05,19,1986-05-19
19860520,1.01,-0.85,-0.47,0.023,1986,05,20,1986-05-20
19860521,-0.16,0.34,0.12,0.023,1986,05,21,1986-05-21
19860522,1.61,-0.9,-0.17,0.023,1986,05,22,1986-05-22
19860523,0.55,0.02,-0.07,0.023,1986,05,23,1986-05-23
19860527,1.27,-0.39,-0.3,0.023,1986,05,27,1986-05-27
19860528,0.69,-0.18,-0.51,0.023,1986,05,28,1986-05-28
19860529,0.4,-0.21,-0.14,0.023,1986,05,29,1986-05-29
19860530,-0.13,0.39,0.13,0.023,1986,05,30,1986-05-30
19860602,-0.75,0.51,0.05,0.025,1986,06,02,1986-06-02
19860603,0.1,0.02,-0.2,0.025,1986,06,03,1986-06-03
19860604,-0.49,0.54,-0.21,0.025,1986,06,04,1986-06-04
19860605,0.43,-0.45,0.07,0.025,1986,06,05,1986-06-05
19860606,0.01,0.12,-0.05,0.025,1986,06,06,1986-06-06
19860609,-2,0.73,0.32,0.025,1986,06,09,1986-06-09
19860610,-0.23,-0.02,-0.12,0.025,1986,06,10,1986-06-10
19860611,0.61,-0.15,-0.22,0.025,1986,06,11,1986-06-11
19860612,0.17,0.02,0.04,0.025,1986,06,12,1986-06-12
19860613,1.45,-0.8,-0.15,0.025,1986,06,13,1986-06-13
19860616,0.02,-0.35,0.67,0.025,1986,06,16,1986-06-16
19860617,-0.57,0.1,0.32,0.025,1986,06,17,1986-06-17
19860618,0.04,-0.42,0.29,0.025,1986,06,18,1986-06-18
19860619,-0.17,0.37,-0.03,0.025,1986,06,19,1986-06-19
19860620,0.76,-1.44,-0.22,0.025,1986,06,20,1986-06-20
19860623,-0.54,0.68,0.15,0.025,1986,06,23,1986-06-23
19860624,0.77,-0.22,0,0.025,1986,06,24,1986-06-24
19860625,0.7,-0.36,0.08,0.025,1986,06,25,1986-06-25
19860626,-0.05,0.27,0.13,0.025,1986,06,26,1986-06-26
19860627,0.29,-0.21,0.32,0.025,1986,06,27,1986-06-27
19860630,0.52,0.08,-0.03,0.025,1986,06,30,1986-06-30
19860701,0.47,-0.01,-0.58,0.024,1986,07,01,1986-07-01
19860702,0.33,-0.23,-0.24,0.024,1986,07,02,1986-07-02
19860703,-0.21,0.29,0.18,0.024,1986,07,03,1986-07-03
19860707,-2.9,0.5,1.6,0.024,1986,07,07,1986-07-07
19860708,-1.52,-1.07,0.98,0.024,1986,07,08,1986-07-08
19860709,0.64,0.01,-0.24,0.024,1986,07,09,1986-07-09
19860710,0,-0.16,0.37,0.024,1986,07,10,1986-07-10
19860711,-0.12,0.25,0.51,0.024,1986,07,11,1986-07-11
19860714,-1.65,-0.08,1.52,0.024,1986,07,14,1986-07-14
19860715,-1.68,0.05,1.07,0.024,1986,07,15,1986-07-15
19860716,0.38,-0.18,-0.06,0.024,1986,07,16,1986-07-16
19860717,0.45,-0.22,-0.45,0.024,1986,07,17,1986-07-17
19860718,0.05,-0.18,-0.2,0.024,1986,07,18,1986-07-18
19860721,-0.17,-0.3,0.36,0.024,1986,07,21,1986-07-21
19860722,0.75,-0.74,0.08,0.024,1986,07,22,1986-07-22
19860723,0.12,-0.1,-0.12,0.024,1986,07,23,1986-07-23
19860724,-0.29,-0.17,-0.08,0.024,1986,07,24,1986-07-24
19860725,0.76,-0.7,-0.15,0.024,1986,07,25,1986-07-25
19860728,-1.62,0.41,0.2,0.024,1986,07,28,1986-07-28
19860729,-0.68,-0.15,0.35,0.024,1986,07,29,1986-07-29
19860730,0.48,-0.94,-0.03,0.024,1986,07,30,1986-07-30
19860731,-0.12,0.07,-0.18,0.024,1986,07,31,1986-07-31
19860801,-0.43,0.36,0.41,0.022,1986,08,01,1986-08-01
19860804,0.11,-1.25,0.64,0.022,1986,08,04,1986-08-04
19860805,0.26,-0.01,0.69,0.022,1986,08,05,1986-08-05
19860806,-0.15,-0.26,0.27,0.022,1986,08,06,1986-08-06
19860807,0.24,-0.06,0.05,0.022,1986,08,07,1986-08-07
19860808,0.02,0.06,-0.09,0.022,1986,08,08,1986-08-08
19860811,1.49,-0.78,-0.45,0.022,1986,08,11,1986-08-11
19860812,1.08,-0.36,-0.54,0.022,1986,08,12,1986-08-12
19860813,0.92,-0.26,0.13,0.022,1986,08,13,1986-08-13
19860814,0.35,0.22,-0.24,0.022,1986,08,14,1986-08-14
19860815,0.23,-0.02,0.4,0.022,1986,08,15,1986-08-15
19860818,0.04,-0.22,0.23,0.022,1986,08,18,1986-08-18
19860819,-0.26,0.07,0.4,0.022,1986,08,19,1986-08-19
19860820,1.08,-0.81,0.63,0.022,1986,08,20,1986-08-20
19860821,-0.04,0.04,0.25,0.022,1986,08,21,1986-08-21
19860822,0.13,-0.12,0.01,0.022,1986,08,22,1986-08-22
19860825,-0.8,0.28,0.26,0.022,1986,08,25,1986-08-25
19860826,1.53,-1.32,0.2,0.022,1986,08,26,1986-08-26
19860827,0.16,-0.03,0.34,0.022,1986,08,27,1986-08-27
19860828,-0.09,0.31,-0.14,0.022,1986,08,28,1986-08-28
19860829,0.04,0.18,-0.12,0.022,1986,08,29,1986-08-29
19860902,-1.41,0.91,0.75,0.021,1986,09,02,1986-09-02
19860903,0.26,-0.62,0.13,0.021,1986,09,03,1986-09-03
19860904,1.26,-0.36,0.15,0.021,1986,09,04,1986-09-04
19860905,-1.25,0.82,-0.18,0.021,1986,09,05,1986-09-05
19860908,-1.12,0.19,-0.18,0.021,1986,09,08,1986-09-08
19860909,-0.29,-0.17,0.18,0.021,1986,09,09,1986-09-09
19860910,-0.46,-0.14,0.27,0.021,1986,09,10,1986-09-10
19860911,-4.42,1.13,0.83,0.021,1986,09,11,1986-09-11
19860912,-1.85,0.37,0.51,0.021,1986,09,12,1986-09-12
19860915,0.26,-0.75,0.26,0.021,1986,09,15,1986-09-15
19860916,-0.18,-0.42,0.24,0.021,1986,09,16,1986-09-16
19860917,0.31,0.22,0.03,0.021,1986,09,17,1986-09-17
19860918,0.15,-0.09,-0.29,0.021,1986,09,18,1986-09-18
19860919,-0.07,0.33,0.19,0.021,1986,09,19,1986-09-19
19860922,1.05,-0.32,-0.43,0.021,1986,09,22,1986-09-22
19860923,0.45,0.2,0.1,0.021,1986,09,23,1986-09-23
19860924,0.39,-0.05,0.01,0.021,1986,09,24,1986-09-24
19860925,-1.53,0.85,0.43,0.021,1986,09,25,1986-09-25
19860926,0.04,0.11,0.26,0.021,1986,09,26,1986-09-26
19860929,-0.99,0.19,0.35,0.021,1986,09,29,1986-09-29
19860930,0.65,0.03,-0.14,0.021,1986,09,30,1986-09-30
19861001,0.83,-0.4,-0.12,0.02,1986,10,01,1986-10-01
19861002,0.12,0.01,-0.23,0.02,1986,10,02,1986-10-02
19861003,-0.09,-0.1,0.23,0.02,1986,10,03,1986-10-03
19861006,0.34,-0.44,-0.3,0.02,1986,10,06,1986-10-06
19861007,-0.18,-0.04,0.55,0.02,1986,10,07,1986-10-07
19861008,0.77,-0.65,-0.16,0.02,1986,10,08,1986-10-08
19861009,-0.26,0.27,-0.01,0.02,1986,10,09,1986-10-09
19861010,-0.1,0.15,-0.24,0.02,1986,10,10,1986-10-10
19861013,0.13,-0.13,0.06,0.02,1986,10,13,1986-10-13
19861014,-0.2,0.09,-0.45,0.02,1986,10,14,1986-10-14
19861015,1.21,-0.54,-0.5,0.02,1986,10,15,1986-10-15
19861016,0.27,-0.21,0.02,0.02,1986,10,16,1986-10-16
19861017,-0.28,0.24,-0.04,0.02,1986,10,17,1986-10-17
19861020,-0.98,0.45,0.14,0.02,1986,10,20,1986-10-20
19861021,-0.05,0.18,0.11,0.02,1986,10,21,1986-10-21
19861022,0.14,-0.13,-0.12,0.02,1986,10,22,1986-10-22
19861023,1.08,-0.64,-0.36,0.02,1986,10,23,1986-10-23
19861024,-0.26,0.31,-0.04,0.02,1986,10,24,1986-10-24
19861027,0.21,-0.32,-0.16,0.02,1986,10,27,1986-10-27
19861028,0.2,-0.07,-0.1,0.02,1986,10,28,1986-10-28
19861029,0.61,-0.22,-0.12,0.02,1986,10,29,1986-10-29
19861030,1.01,-0.51,0.14,0.02,1986,10,30,1986-10-30
19861031,0.05,0.27,0.31,0.02,1986,10,31,1986-10-31
19861103,0.6,-0.7,-0.11,0.021,1986,11,03,1986-11-03
19861104,0.21,0.07,0.01,0.021,1986,11,04,1986-11-04
19861105,0.21,0.12,0.33,0.021,1986,11,05,1986-11-05
19861106,-0.24,0.04,0.13,0.021,1986,11,06,1986-11-06
19861107,-0.02,0.21,-0.05,0.021,1986,11,07,1986-11-07
19861110,0.06,0.1,0.11,0.021,1986,11,10,1986-11-10
19861111,0.32,-0.21,-0.06,0.021,1986,11,11,1986-11-11
19861112,-0.2,0.06,0.15,0.021,1986,11,12,1986-11-12
19861113,-1.28,0.7,0.55,0.021,1986,11,13,1986-11-13
19861114,0.43,-0.28,-0.11,0.021,1986,11,14,1986-11-14
19861117,-0.57,0.04,-0.08,0.021,1986,11,17,1986-11-17
19861118,-2.26,1.04,0.3,0.021,1986,11,18,1986-11-18
19861119,-0.05,-1.04,0.06,0.021,1986,11,19,1986-11-19
19861120,1.58,-0.79,-0.13,0.021,1986,11,20,1986-11-20
19861121,1.29,-0.96,-0.23,0.021,1986,11,21,1986-11-21
19861124,0.55,-0.45,-0.25,0.021,1986,11,24,1986-11-24
19861125,0.26,-0.01,-0.47,0.021,1986,11,25,1986-11-25
19861126,0.15,-0.16,-0.41,0.021,1986,11,26,1986-11-26
19861128,0.19,0.29,0.23,0.021,1986,11,28,1986-11-28
19861201,-0.16,-0.49,-0.1,0.022,1986,12,01,1986-12-01
19861202,1.71,-0.9,-0.39,0.022,1986,12,02,1986-12-02
19861203,0.1,0.02,-0.32,0.022,1986,12,03,1986-12-03
19861204,-0.18,0.3,-0.15,0.022,1986,12,04,1986-12-04
19861205,-0.68,0.41,0.12,0.022,1986,12,05,1986-12-05
19861208,-0.11,-0.22,0.02,0.022,1986,12,08,1986-12-08
19861209,-0.68,0.26,0.23,0.022,1986,12,09,1986-12-09
19861210,0.51,-0.47,0.01,0.022,1986,12,10,1986-12-10
19861211,-0.95,0.42,0.05,0.022,1986,12,11,1986-12-11
19861212,-0.45,-0.04,0.61,0.022,1986,12,12,1986-12-12
19861215,0.08,-0.68,0.36,0.022,1986,12,15,1986-12-15
19861216,0.6,-0.42,-0.08,0.022,1986,12,16,1986-12-16
19861217,-0.82,0.39,-0.04,0.022,1986,12,17,1986-12-17
19861218,-0.36,0.09,0,0.022,1986,12,18,1986-12-18
19861219,0.83,-0.13,-0.1,0.022,1986,12,19,1986-12-19
19861222,-0.35,-0.18,0.46,0.022,1986,12,22,1986-12-22
19861223,-0.99,0.08,0.02,0.022,1986,12,23,1986-12-23
19861224,0.32,0.18,-0.03,0.022,1986,12,24,1986-12-24
19861226,0.11,0.09,-0.13,0.022,1986,12,26,1986-12-26
19861229,-0.9,0.13,0.08,0.022,1986,12,29,1986-12-29
19861230,-0.54,0.25,-0.13,0.022,1986,12,30,1986-12-30
19861231,-0.37,1.05,-0.15,0.022,1986,12,31,1986-12-31
19870102,1.79,-0.29,-0.02,0.02,1987,01,02,1987-01-02
19870105,2.45,-0.1,-0.34,0.02,1987,01,05,1987-01-05
19870106,0.43,0.36,-0.62,0.02,1987,01,06,1987-01-06
19870107,1.13,0.19,-0.6,0.02,1987,01,07,1987-01-07
19870108,0.82,0.27,-0.33,0.02,1987,01,08,1987-01-08
19870109,0.58,0.23,0.18,0.02,1987,01,09,1987-01-09
19870112,0.7,0.42,0.24,0.02,1987,01,12,1987-01-12
19870113,-0.09,0.3,0.12,0.02,1987,01,13,1987-01-13
19870114,0.94,-0.13,-0.48,0.02,1987,01,14,1987-01-14
19870115,0.89,-0.04,-0.5,0.02,1987,01,15,1987-01-15
19870116,-0.02,-0.83,0.06,0.02,1987,01,16,1987-01-16
19870119,0.98,-0.5,-0.77,0.02,1987,01,19,1987-01-19
19870120,-0.09,-0.06,0.44,0.02,1987,01,20,1987-01-20
19870121,-0.51,-0.31,-0.01,0.02,1987,01,21,1987-01-21
19870122,1.85,-1.27,-0.69,0.02,1987,01,22,1987-01-22
19870123,-1.14,0.67,0.19,0.02,1987,01,23,1987-01-23
19870126,-0.38,-0.38,0.35,0.02,1987,01,26,1987-01-26
19870127,1.3,-0.62,-0.59,0.02,1987,01,27,1987-01-27
