,Mkt-RF,SMB,HML,RF,Year,Month,Day,Date
19870128,0.56,-0.22,-0.24,0.02,1987,01,28,1987-01-28
19870129,-0.36,0.38,0.39,0.02,1987,01,29,1987-01-29
19870130,-0.02,0.19,0.29,0.02,1987,01,30,1987-01-30
19870202,0.97,0.23,-0.36,0.023,1987,02,02,1987-02-02
19870203,-0.03,0.71,-0.31,0.023,1987,02,03,1987-02-03
19870204,1.22,0.05,-0.04,0.023,1987,02,04,1987-02-04
19870205,0.68,0.15,-0.17,0.023,1987,02,05,1987-02-05
19870206,-0.21,0.63,-0.07,0.023,1987,02,06,1987-02-06
19870209,-0.62,0.35,-0.12,0.023,1987,02,09,1987-02-09
19870210,-0.99,0.63,0,0.023,1987,02,10,1987-02-10
19870211,0.86,0.17,-0.92,0.023,1987,02,11,1987-02-11
19870212,-0.46,0.83,-0.44,0.023,1987,02,12,1987-02-12
19870213,1.25,-0.63,-0.85,0.023,1987,02,13,1987-02-13
19870217,1.68,-0.69,-1.06,0.023,1987,02,17,1987-02-17
19870218,-0.02,-0.25,0.19,0.023,1987,02,18,1987-02-18
19870219,0.12,-0.14,0.26,0.023,1987,02,19,1987-02-19
19870220,-0.02,0.04,0.18,0.023,1987,02,20,1987-02-20
19870223,-0.86,0.33,-0.08,0.023,1987,02,23,1987-02-23
19870224,0.2,0.24,-0.51,0.023,1987,02,24,1987-02-24
19870225,0.44,0.11,-0.88,0.023,1987,02,25,1987-02-25
19870226,-0.22,0.49,-0.37,0.023,1987,02,26,1987-02-26
19870227,0.37,0.08,-0.12,0.023,1987,02,27,1987-02-27
19870302,-0.22,0.28,0.29,0.021,1987,03,02,1987-03-02
19870303,0.21,-0.29,0.31,0.021,1987,03,03,1987-03-03
19870304,1.25,-0.64,-0.23,0.021,1987,03,04,1987-03-04
19870305,0.59,-0.18,-0.38,0.021,1987,03,05,1987-03-05
19870306,-0.02,0.18,0.32,0.021,1987,03,06,1987-03-06
19870309,-0.67,0.34,0.19,0.021,1987,03,09,1987-03-09
19870310,0.79,-0.29,-0.5,0.021,1987,03,10,1987-03-10
19870311,-0.08,0.55,-0.17,0.021,1987,03,11,1987-03-11
19870312,0.29,0.2,0,0.021,1987,03,12,1987-03-12
19870313,-0.38,0.38,0.38,0.021,1987,03,13,1987-03-13
19870316,-0.6,0.14,0.19,0.021,1987,03,16,1987-03-16
19870317,1.17,-0.66,-0.26,0.021,1987,03,17,1987-03-17
19870318,0.06,0.04,0.35,0.021,1987,03,18,1987-03-18
19870319,0.43,-0.11,-0.21,0.021,1987,03,19,1987-03-19
19870320,1.06,-0.36,-0.11,0.021,1987,03,20,1987-03-20
19870323,0.65,-1.02,-0.04,0.021,1987,03,23,1987-03-23
19870324,0.11,-0.19,0.16,0.021,1987,03,24,1987-03-24
19870325,-0.25,0.28,0.14,0.021,1987,03,25,1987-03-25
19870326,0.17,0.2,0.29,0.021,1987,03,26,1987-03-26
19870327,-1.32,1.15,0.28,0.021,1987,03,27,1987-03-27
19870330,-2.27,0.38,0.71,0.021,1987,03,30,1987-03-30
19870331,0.69,0.01,-0.2,0.021,1987,03,31,1987-03-31
19870401,0.08,-0.64,-0.09,0.021,1987,04,01,1987-04-01
19870402,0.4,0.3,-0.17,0.021,1987,04,02,1987-04-02
19870403,1.92,-0.83,-0.71,0.021,1987,04,03,1987-04-03
19870406,0.4,-0.25,-0.14,0.021,1987,04,06,1987-04-06
19870407,-1.41,0.98,0.42,0.021,1987,04,07,1987-04-07
19870408,0.07,-0.02,-0.22,0.021,1987,04,08,1987-04-08
19870409,-1.33,0.7,-0.21,0.021,1987,04,09,1987-04-09
19870410,-0.27,-0.01,-0.16,0.021,1987,04,10,1987-04-10
19870413,-2.06,0.85,0.13,0.021,1987,04,13,1987-04-13
19870414,-2.48,-0.31,-0.14,0.021,1987,04,14,1987-04-14
19870415,1.59,-1.1,0.01,0.021,1987,04,15,1987-04-15
19870416,0.94,-0.26,0.48,0.021,1987,04,16,1987-04-16
19870420,-0.31,-0.06,0.16,0.021,1987,04,20,1987-04-20
19870421,1.75,-1.97,-0.35,0.021,1987,04,21,1987-04-21
19870422,-1.43,1.55,-0.11,0.021,1987,04,22,1987-04-22
19870423,-0.21,-0.04,0.15,0.021,1987,04,23,1987-04-23
19870424,-1.63,0.78,0.3,0.021,1987,04,24,1987-04-24
19870427,-0.2,-0.9,0.22,0.021,1987,04,27,1987-04-27
19870428,0.45,0.07,-0.08,0.021,1987,04,28,1987-04-28
19870429,0.66,-0.24,0.04,0.021,1987,04,29,1987-04-29
19870430,1.12,-0.43,0.05,0.021,1987,04,30,1987-04-30
19870501,-0.13,0.05,0.22,0.019,1987,05,01,1987-05-01
19870504,0.32,-0.41,-0.08,0.019,1987,05,04,1987-05-04
19870505,1.77,-0.86,-0.34,0.019,1987,05,05,1987-05-05
19870506,0.03,-0.02,0.68,0.019,1987,05,06,1987-05-06
19870507,-0.16,0.44,0.5,0.019,1987,05,07,1987-05-07
19870508,-0.32,0.5,0.14,0.019,1987,05,08,1987-05-08
19870511,-0.45,0.66,0.42,0.019,1987,05,11,1987-05-11
19870512,0.25,-0.57,-0.23,0.019,1987,05,12,1987-05-12
19870513,0.21,-0.01,-0.51,0.019,1987,05,13,1987-05-13
19870514,0.04,0.14,-0.17,0.019,1987,05,14,1987-05-14
19870515,-1.96,1.1,0.27,0.019,1987,05,15,1987-05-15
19870518,-0.65,-0.59,0.36,0.019,1987,05,18,1987-05-18
19870519,-2.05,1.06,0.05,0.019,1987,05,19,1987-05-19
19870520,-0.55,-0.19,-0.34,0.019,1987,05,20,1987-05-20
19870521,0.67,-0.25,-0.28,0.019,1987,05,21,1987-05-21
19870522,0.42,-0.6,0.14,0.019,1987,05,22,1987-05-22
19870526,2.18,-1.43,-0.37,0.019,1987,05,26,1987-05-26
19870527,0.07,0.28,-0.2,0.019,1987,05,27,1987-05-27
19870528,0.56,-0.49,-0.44,0.019,1987,05,28,1987-05-28
19870529,-0.04,0.58,0.34,0.019,1987,05,29,1987-05-29
19870601,-0.04,-0.09,0.26,0.022,1987,06,01,1987-06-01
19870602,-0.46,0.32,0.02,0.022,1987,06,02,1987-06-02
19870603,1.35,-1.02,-0.19,0.022,1987,06,03,1987-06-03
19870604,0.5,-0.24,-0.09,0.022,1987,06,04,1987-06-04
19870605,-0.3,0.52,0.04,0.022,1987,06,05,1987-06-05
19870608,0.88,-0.61,0.04,0.022,1987,06,08,1987-06-08
19870609,0.2,-0.03,-0.4,0.022,1987,06,09,1987-06-09
19870610,0.13,-0.01,0.07,0.022,1987,06,10,1987-06-10
19870611,0.34,-0.25,0.01,0.022,1987,06,11,1987-06-11
19870612,0.86,-0.54,-0.05,0.022,1987,06,12,1987-06-12
19870615,0.41,-0.53,0.09,0.022,1987,06,15,1987-06-15
19870616,0.46,-0.27,-0.18,0.022,1987,06,16,1987-06-16
19870617,0.07,0.13,-0.12,0.022,1987,06,17,1987-06-17
19870618,0.19,-0.16,0.18,0.022,1987,06,18,1987-06-18
19870619,0.27,0.04,0.13,0.022,1987,06,19,1987-06-19
19870622,0.63,-0.65,-0.34,0.022,1987,06,22,1987-06-22
19870623,-0.32,0.07,0.09,0.022,1987,06,23,1987-06-23
19870624,-0.44,0.4,0.01,0.022,1987,06,24,1987-06-24
19870625,0.55,-0.43,0.32,0.022,1987,06,25,1987-06-25
19870626,-0.46,0.32,0.11,0.022,1987,06,26,1987-06-26
19870629,0.05,-0.06,0.45,0.022,1987,06,29,1987-06-29
19870630,-1.04,1.01,0.52,0.022,1987,06,30,1987-06-30
19870701,-0.24,0.14,0.16,0.021,1987,07,01,1987-07-01
19870702,0.63,-0.35,-0.14,0.021,1987,07,02,1987-07-02
19870706,-0.21,0.03,0.26,0.021,1987,07,06,1987-07-06
19870707,0.58,-0.26,0.74,0.021,1987,07,07,1987-07-07
19870708,0.24,0.1,0.08,0.021,1987,07,08,1987-07-08
19870709,-0.13,0.38,0.11,0.021,1987,07,09,1987-07-09
19870710,0.2,-0.17,0.14,0.021,1987,07,10,1987-07-10
19870713,-0.18,0.25,0.22,0.021,1987,07,13,1987-07-13
19870714,0.91,-0.23,-0.27,0.021,1987,07,14,1987-07-14
19870715,-0.06,0.24,0.08,0.021,1987,07,15,1987-07-15
19870716,0.56,-0.15,0.07,0.021,1987,07,16,1987-07-16
19870717,0.46,-0.12,0.16,0.021,1987,07,17,1987-07-17
19870720,-0.83,0.5,0.27,0.021,1987,07,20,1987-07-20
19870721,-0.8,0.36,-0.04,0.021,1987,07,21,1987-07-21
19870722,-0.1,-0.16,-0.13,0.021,1987,07,22,1987-07-22
19870723,-0.28,-0.1,-0.06,0.021,1987,07,23,1987-07-23
19870724,0.37,-0.07,-0.29,0.021,1987,07,24,1987-07-24
19870727,0.38,-0.4,-0.21,0.021,1987,07,27,1987-07-27
19870728,0.47,-0.21,-0.09,0.021,1987,07,28,1987-07-28
19870729,0.89,-0.44,-0.27,0.021,1987,07,29,1987-07-29
19870730,0.71,-0.15,-0.22,0.021,1987,07,30,1987-07-30
19870731,0.2,0.11,0.13,0.021,1987,07,31,1987-07-31
19870803,-0.38,0.05,0.63,0.022,1987,08,03,1987-08-03
19870804,-0.31,0.17,0.22,0.022,1987,08,04,1987-08-04
19870805,0.71,-0.1,-0.44,0.022,1987,08,05,1987-08-05
19870806,1.09,-0.32,-0.87,0.022,1987,08,06,1987-08-06
19870807,0.39,0.11,-0.25,0.022,1987,08,07,1987-08-07
19870810,1.32,-0.98,-0.02,0.022,1987,08,10,1987-08-10
19870811,1.35,-1.04,-0.15,0.022,1987,08,11,1987-08-11
19870812,-0.22,-0.05,0.28,0.022,1987,08,12,1987-08-12
19870813,0.61,-0.36,0.01,0.022,1987,08,13,1987-08-13
19870814,-0.09,0.15,0.64,0.022,1987,08,14,1987-08-14
19870817,0.09,-0.28,-0.19,0.022,1987,08,17,1987-08-17
19870818,-1.4,0.48,0.13,0.022,1987,08,18,1987-08-18
19870819,0.11,0.2,-0.06,0.022,1987,08,19,1987-08-19
19870820,1.39,-0.49,-0.27,0.022,1987,08,20,1987-08-20
19870821,0.3,0.11,-0.4,0.022,1987,08,21,1987-08-21
19870824,-0.59,0.37,0.03,0.022,1987,08,24,1987-08-24
19870825,0.81,-0.56,-0.33,0.022,1987,08,25,1987-08-25
19870826,-0.47,0.45,0.11,0.022,1987,08,26,1987-08-26
19870827,-0.82,0.66,0.04,0.022,1987,08,27,1987-08-27
19870828,-1.1,0.77,-0.13,0.022,1987,08,28,1987-08-28
19870831,0.71,-0.16,0.09,0.022,1987,08,31,1987-08-31
19870901,-1.59,1.04,-0.06,0.021,1987,09,01,1987-09-01
19870902,-0.67,-0.09,-0.05,0.021,1987,09,02,1987-09-02
19870903,-0.45,0.36,0,0.021,1987,09,03,1987-09-03
19870904,-0.91,0.63,0.23,0.021,1987,09,04,1987-09-04
19870908,-1.27,-1.01,0.1,0.021,1987,09,08,1987-09-08
19870909,0.21,0.23,-0.02,0.021,1987,09,09,1987-09-09
19870910,0.92,-0.06,-0.79,0.021,1987,09,10,1987-09-10
19870911,1.34,-0.39,-0.51,0.021,1987,09,11,1987-09-11
19870914,0.21,-0.36,0.1,0.021,1987,09,14,1987-09-14
19870915,-1.34,0.73,0.41,0.021,1987,09,15,1987-09-15
19870916,-0.77,0.62,0.16,0.021,1987,09,16,1987-09-16
19870917,-0.04,-0.13,0.13,0.021,1987,09,17,1987-09-17
19870918,-0.1,0.18,-0.09,0.021,1987,09,18,1987-09-18
19870921,-1.28,0.43,0.82,0.021,1987,09,21,1987-09-21
19870922,2.16,-2.36,-0.04,0.021,1987,09,22,1987-09-22
19870923,0.58,0.08,-0.29,0.021,1987,09,23,1987-09-23
19870924,-0.25,0.46,-0.23,0.021,1987,09,24,1987-09-24
19870925,0.11,-0.07,0.03,0.021,1987,09,25,1987-09-25
19870928,0.72,-0.5,0.02,0.021,1987,09,28,1987-09-28
19870929,-0.31,0.06,0.29,0.021,1987,09,29,1987-09-29
19870930,0.18,0.67,-0.01,0.021,1987,09,30,1987-09-30
19871001,1.43,-1.17,-0.02,0.027,1987,10,01,1987-10-01
19871002,0.3,0.05,-0.34,0.027,1987,10,02,1987-10-02
19871005,0.05,0.27,-0.24,0.027,1987,10,05,1987-10-05
19871006,-2.24,1.01,0.58,0.027,1987,10,06,1987-10-06
19871007,-0.38,-0.37,-0.14,0.027,1987,10,07,1987-10-07
19871008,-1.34,0.29,0.33,0.027,1987,10,08,1987-10-08
19871009,-0.82,0.29,0.33,0.027,1987,10,09,1987-10-09
19871012,-0.74,-0.56,0.29,0.027,1987,10,12,1987-10-12
19871013,1.29,-1.39,0.2,0.027,1987,10,13,1987-10-13
19871014,-2.44,1.04,0.56,0.027,1987,10,14,1987-10-14
19871015,-2.26,0.87,0.49,0.027,1987,10,15,1987-10-15
19871016,-4.87,0.59,0.74,0.027,1987,10,16,1987-10-16
19871019,-17.44,6.24,1.18,0.027,1987,10,19,1987-10-19
19871020,0.72,-11.63,2.62,0.027,1987,10,20,1987-10-20
19871021,8.57,-1.12,-1.96,0.027,1987,10,21,1987-10-21
19871022,-3.97,-0.6,1.46,0.027,1987,10,22,1987-10-22
19871023,-0.61,-1.93,1.15,0.027,1987,10,23,1987-10-23
19871026,-8.31,-0.73,2.58,0.027,1987,10,26,1987-10-26
19871027,1.56,-3.58,-0.34,0.027,1987,10,27,1987-10-27
19871028,-0.19,-2.16,-0.98,0.027,1987,10,28,1987-10-28
19871029,4.73,-0.48,-2.66,0.027,1987,10,29,1987-10-29
19871030,3.61,3.09,-0.98,0.027,1987,10,30,1987-10-30
19871102,1.26,0.21,0,0.017,1987,11,02,1987-11-02
19871103,-1.87,-0.11,0.94,0.017,1987,11,03,1987-11-03
19871104,-0.6,0.21,0.54,0.017,1987,11,04,1987-11-04
19871105,2.11,-0.71,-0.31,0.017,1987,11,05,1987-11-05
19871106,-1.12,1.63,0.32,0.017,1987,11,06,1987-11-06
19871109,-2.48,1.16,0.94,0.017,1987,11,09,1987-11-09
19871110,-1.74,0.05,0.64,0.017,1987,11,10,1987-11-10
19871111,1,-0.48,-0.44,0.017,1987,11,11,1987-11-11
19871112,2.4,-0.81,-1.03,0.017,1987,11,12,1987-11-12
19871113,-0.8,0.92,0.14,0.017,1987,11,13,1987-11-13
19871116,0.28,-0.43,0.04,0.017,1987,11,16,1987-11-16
19871117,-1.47,-0.12,0.58,0.017,1987,11,17,1987-11-17
19871118,0.87,-0.54,-0.11,0.017,1987,11,18,1987-11-18
19871119,-1.98,0.86,0.11,0.017,1987,11,19,1987-11-19
19871120,0.53,-1.11,0.09,0.017,1987,11,20,1987-11-20
19871123,0.32,-0.36,-0.08,0.017,1987,11,23,1987-11-23
19871124,1.3,-0.35,-0.41,0.017,1987,11,24,1987-11-24
19871125,-0.6,1.1,-0.16,0.017,1987,11,25,1987-11-25
19871127,-1.2,0.97,0.46,0.017,1987,11,27,1987-11-27
19871130,-3.99,0.68,0.83,0.017,1987,11,30,1987-11-30
19871201,0.51,-0.93,0.49,0.018,1987,12,01,1987-12-01
19871202,0.39,-0.68,0.04,0.018,1987,12,02,1987-12-02
19871203,-3.06,1.3,0.97,0.018,1987,12,03,1987-12-03
19871204,-1.02,-1.1,0.37,0.018,1987,12,04,1987-12-04
19871207,1.63,-1.77,-0.7,0.018,1987,12,07,1987-12-07
19871208,2.28,-1.6,-0.16,0.018,1987,12,08,1987-12-08
19871209,1.66,-0.24,-1.33,0.018,1987,12,09,1987-12-09
19871210,-1.67,1.34,-0.68,0.018,1987,12,10,1987-12-10
19871211,0.54,-0.07,0.27,0.018,1987,12,11,1987-12-11
19871214,2.71,-0.51,-1.36,0.018,1987,12,14,1987-12-14
19871215,0.41,1.21,-0.8,0.018,1987,12,15,1987-12-15
19871216,2.02,-0.01,-0.68,0.018,1987,12,16,1987-12-16
19871217,-1.41,1.75,-0.29,0.018,1987,12,17,1987-12-17
19871218,2.21,-0.04,-0.22,0.018,1987,12,18,1987-12-18
19871221,0.35,-0.01,-0.08,0.018,1987,12,21,1987-12-21
19871222,-0.05,-0.42,0.13,0.018,1987,12,22,1987-12-22
19871223,1.2,-0.08,-0.05,0.018,1987,12,23,1987-12-23
19871224,-0.16,0.76,-0.18,0.018,1987,12,24,1987-12-24
19871228,-2.37,0.36,0.59,0.018,1987,12,28,1987-12-28
19871229,-0.36,-0.07,0.04,0.018,1987,12,29,1987-12-29
19871230,1.2,-0.27,-0.65,0.018,1987,12,30,1987-12-30
19871231,-0.19,1.03,-0.01,0.018,1987,12,31,1987-12-31
19880104,3.34,-0.88,0.01,0.015,1988,01,04,1988-01-04
19880105,1.22,0.75,-0.49,0.015,1988,01,05,1988-01-05
19880106,0.27,0.35,0.16,0.015,1988,01,06,1988-01-06
19880107,0.74,-0.08,0.28,0.015,1988,01,07,1988-01-07
19880108,-5.66,2.85,1.51,0.015,1988,01,08,1988-01-08
19880111,0.9,-2.08,-0.36,0.015,1988,01,11,1988-01-11
19880112,-0.88,-0.15,0.53,0.015,1988,01,12,1988-01-12
19880113,0.19,-0.12,0.36,0.015,1988,01,13,1988-01-13
19880114,0.08,0.31,0.04,0.015,1988,01,14,1988-01-14
19880115,2.31,-0.91,-0.41,0.015,1988,01,15,1988-01-15
19880118,0.03,0.21,0.45,0.015,1988,01,18,1988-01-18
19880119,-0.7,0.88,0.57,0.015,1988,01,19,1988-01-19
19880120,-2.42,0.62,1,0.015,1988,01,20,1988-01-20
19880121,0.17,-0.2,-0.13,0.015,1988,01,21,1988-01-21
19880122,1.21,-0.38,0.31,0.015,1988,01,22,1988-01-22
19880125,1.93,-1.54,0.07,0.015,1988,01,25,1988-01-25
19880126,-0.75,0.57,0.46,0.015,1988,01,26,1988-01-26
19880127,-0.05,0.23,0.28,0.015,1988,01,27,1988-01-27
19880128,1.3,-0.7,0.03,0.015,1988,01,28,1988-01-28
19880129,1.24,-0.67,-0.06,0.015,1988,01,29,1988-01-29
19880201,-0.3,0.84,0.16,0.023,1988,02,01,1988-02-01
19880202,0.19,-0.06,0.27,0.023,1988,02,02,1988-02-02
19880203,-1.11,0.83,0.89,0.023,1988,02,03,1988-02-03
19880204,0,-0.12,0.14,0.023,1988,02,04,1988-02-04
19880205,-0.21,0.53,0,0.023,1988,02,05,1988-02-05
19880208,-0.68,0.37,-0.16,0.023,1988,02,08,1988-02-08
19880209,0.83,-0.72,-0.2,0.023,1988,02,09,1988-02-09
19880210,1.72,-0.47,-0.52,0.023,1988,02,10,1988-02-10
19880211,-0.13,0.76,-0.11,0.023,1988,02,11,1988-02-11
19880212,0.55,0.05,-0.33,0.023,1988,02,12,1988-02-12
19880216,0.74,-0.46,-0.13,0.023,1988,02,16,1988-02-16
19880217,-0.17,0.5,-0.12,0.023,1988,02,17,1988-02-17
19880218,-0.35,0.68,-0.17,0.023,1988,02,18,1988-02-18
19880219,1.13,-0.89,0,0.023,1988,02,19,1988-02-19
19880222,1.29,-0.34,-0.45,0.023,1988,02,22,1988-02-22
19880223,-0.06,0.37,-0.11,0.023,1988,02,23,1988-02-23
19880224,0.01,0.59,-0.35,0.023,1988,02,24,1988-02-24
19880225,-0.73,1.32,0.26,0.023,1988,02,25,1988-02-25
19880226,0.22,-0.13,-0.23,0.023,1988,02,26,1988-02-26
19880229,1.79,-0.54,-0.45,0.023,1988,02,29,1988-02-29
19880301,-0.15,0.24,-0.06,0.019,1988,03,01,1988-03-01
19880302,0.43,0.26,-0.24,0.019,1988,03,02,1988-03-02
19880303,0.06,0.22,-0.27,0.019,1988,03,03,1988-03-03
19880304,-0.13,0.52,0.1,0.019,1988,03,04,1988-03-04
19880307,0.13,0.52,-0.24,0.019,1988,03,07,1988-03-07
19880308,0.69,0.33,-0.17,0.019,1988,03,08,1988-03-08
19880309,0.06,1.01,-0.41,0.019,1988,03,09,1988-03-09
19880310,-1.66,0.97,0.3,0.019,1988,03,10,1988-03-10
19880311,0.17,-0.36,0.69,0.019,1988,03,11,1988-03-11
19880314,0.42,-0.15,-0.31,0.019,1988,03,14,1988-03-14
19880315,-0.05,0.13,0.1,0.019,1988,03,15,1988-03-15
19880316,0.81,-0.31,0.09,0.019,1988,03,16,1988-03-16
19880317,0.87,-0.41,-0.35,0.019,1988,03,17,1988-03-17
19880318,-0.01,0.07,0.31,0.019,1988,03,18,1988-03-18
19880321,-0.78,0.31,0.19,0.019,1988,03,21,1988-03-21
19880322,0.06,0.18,-0.18,0.019,1988,03,22,1988-03-22
19880323,0.14,0.44,0.35,0.019,1988,03,23,1988-03-23
19880324,-1.8,0.76,0.24,0.019,1988,03,24,1988-03-24
19880325,-1.49,0.78,0.13,0.019,1988,03,25,1988-03-25
19880328,-0.4,-0.46,0.13,0.019,1988,03,28,1988-03-28
19880329,0.72,0.06,-0.19,0.019,1988,03,29,1988-03-29
19880330,-0.64,0.29,0.47,0.019,1988,03,30,1988-03-30
19880331,0.35,0.68,0.09,0.019,1988,03,31,1988-03-31
19880404,-0.93,-0.01,0.3,0.023,1988,04,04,1988-04-04
19880405,0.68,-0.53,-0.05,0.023,1988,04,05,1988-04-05
19880406,2.2,-1.48,-0.04,0.023,1988,04,06,1988-04-06
19880407,0.28,0.25,0.06,0.023,1988,04,07,1988-04-07
19880408,1.09,-0.32,0.07,0.023,1988,04,08,1988-04-08
19880411,0.28,0.15,0.14,0.023,1988,04,11,1988-04-11
19880412,0.45,-0.09,0.12,0.023,1988,04,12,1988-04-12
19880413,-0.03,0.06,0.08,0.023,1988,04,13,1988-04-13
19880414,-3.76,1.6,0.45,0.023,1988,04,14,1988-04-14
19880415,-0.17,-0.38,-0.04,0.023,1988,04,15,1988-04-15
19880418,-0.14,0.8,0.25,0.023,1988,04,18,1988-04-18
19880419,-0.28,0.74,-0.06,0.023,1988,04,19,1988-04-19
19880420,-0.7,0.08,0.05,0.023,1988,04,20,1988-04-20
19880421,-0.04,-0.22,0.17,0.023,1988,04,21,1988-04-21
19880422,1.09,-1.07,0.23,0.023,1988,04,22,1988-04-22
19880425,0.71,-0.47,0.26,0.023,1988,04,25,1988-04-25
19880426,0.6,-0.09,-0.22,0.023,1988,04,26,1988-04-26
19880427,0.01,0.32,-0.05,0.023,1988,04,27,1988-04-27
19880428,-0.39,0.57,0.01,0.023,1988,04,28,1988-04-28
19880429,-0.25,0.94,-0.13,0.023,1988,04,29,1988-04-29
19880502,0.02,-0.1,-0.3,0.024,1988,05,02,1988-05-02
19880503,0.51,-0.19,0,0.024,1988,05,03,1988-05-03
19880504,-0.75,0.77,0.14,0.024,1988,05,04,1988-05-04
19880505,-0.54,0.28,0.32,0.024,1988,05,05,1988-05-05
19880506,-0.38,0.38,0.49,0.024,1988,05,06,1988-05-06
19880509,-0.43,-0.29,0.36,0.024,1988,05,09,1988-05-09
19880510,0.24,-0.47,0.34,0.024,1988,05,10,1988-05-10
19880511,-1.56,0,0.41,0.024,1988,05,11,1988-05-11
19880512,0.25,-0.07,0.16,0.024,1988,05,12,1988-05-12
19880513,0.93,-0.36,0.02,0.024,1988,05,13,1988-05-13
19880516,0.59,-0.56,-0.05,0.024,1988,05,16,1988-05-16
19880517,-0.92,0.69,0.2,0.024,1988,05,17,1988-05-17
19880518,-1.49,0.18,0.46,0.024,1988,05,18,1988-05-18
19880519,0.25,-0.66,-0.08,0.024,1988,05,19,1988-05-19
19880520,0.11,0.1,-0.06,0.024,1988,05,20,1988-05-20
19880523,-0.75,0.2,0.16,0.024,1988,05,23,1988-05-23
19880524,0.86,-0.68,-0.16,0.024,1988,05,24,1988-05-24
19880525,0.2,0,0.02,0.024,1988,05,25,1988-05-25
19880526,0.33,0.03,0.09,0.024,1988,05,26,1988-05-26
19880527,-0.36,0.19,0.18,0.024,1988,05,27,1988-05-27
19880531,2.7,-2.1,-0.18,0.024,1988,05,31,1988-05-31
19880601,1.66,-0.7,-0.39,0.022,1988,06,01,1988-06-01
19880602,-0.4,0.49,0.01,0.022,1988,06,02,1988-06-02
19880603,0.44,0.01,0.13,0.022,1988,06,03,1988-06-03
19880606,0.27,0.13,-0.27,0.022,1988,06,06,1988-06-06
19880607,-0.51,0.46,-0.06,0.022,1988,06,07,1988-06-07
19880608,1.97,-1.06,-0.18,0.022,1988,06,08,1988-06-08
19880609,-0.18,0.76,-0.06,0.022,1988,06,09,1988-06-09
19880610,0.3,0.13,0.13,0.022,1988,06,10,1988-06-10
19880613,0.08,0.14,-0.18,0.022,1988,06,13,1988-06-13
19880614,0.87,-0.63,-0.03,0.022,1988,06,14,1988-06-14
19880615,0.09,0.12,0.1,0.022,1988,06,15,1988-06-15
19880616,-1.31,1.03,0.34,0.022,1988,06,16,1988-06-16
19880617,0.14,-0.37,0.15,0.022,1988,06,17,1988-06-17
19880620,-0.51,0.44,0.14,0.022,1988,06,20,1988-06-20
19880621,0.81,-0.64,-0.03,0.022,1988,06,21,1988-06-21
19880622,1.25,-0.68,-0.16,0.022,1988,06,22,1988-06-22
19880623,-0.14,0.45,-0.02,0.022,1988,06,23,1988-06-23
19880624,-0.21,0.5,0.06,0.022,1988,06,24,1988-06-24
19880627,-1.34,1.13,0.11,0.022,1988,06,27,1988-06-27
19880628,0.93,-0.55,-0.31,0.022,1988,06,28,1988-06-28
19880629,-0.36,0.46,-0.18,0.022,1988,06,29,1988-06-29
19880630,0.86,0.28,-0.52,0.022,1988,06,30,1988-06-30
19880701,-0.39,0.4,0.06,0.025,1988,07,01,1988-07-01
19880705,1.09,-1.07,-0.01,0.025,1988,07,05,1988-07-05
19880706,-1.11,1.14,0.14,0.025,1988,07,06,1988-07-06
19880707,-0.06,0.1,-0.02,0.025,1988,07,07,1988-07-07
19880708,-0.5,0.39,0.33,0.025,1988,07,08,1988-07-08
19880711,0.11,-0.05,0.05,0.025,1988,07,11,1988-07-11
19880712,-0.78,0.55,0.07,0.025,1988,07,12,1988-07-12
19880713,0.3,-0.47,0.11,0.025,1988,07,13,1988-07-13
19880714,0.28,-0.05,-0.02,0.025,1988,07,14,1988-07-14
19880715,0.44,-0.3,0.01,0.025,1988,07,15,1988-07-15
19880718,-0.42,0.41,0.13,0.025,1988,07,18,1988-07-18
19880719,-0.76,0.33,0.43,0.025,1988,07,19,1988-07-19
19880720,0.41,-0.23,0.15,0.025,1988,07,20,1988-07-20
19880721,-1.05,0.61,0.31,0.025,1988,07,21,1988-07-21
19880722,-1.04,0.47,0.33,0.025,1988,07,22,1988-07-22
19880725,0.28,-0.43,0.01,0.025,1988,07,25,1988-07-25
19880726,0.14,-0.24,0.05,0.025,1988,07,26,1988-07-26
19880727,-0.85,0.38,0.48,0.025,1988,07,27,1988-07-27
19880728,0.97,-0.99,-0.13,0.025,1988,07,28,1988-07-28
19880729,1.75,-1.29,-0.26,0.025,1988,07,29,1988-07-29
19880801,0.19,0.17,0.05,0.026,1988,08,01,1988-08-01
19880802,-0.01,-0.08,0.22,0.026,1988,08,02,1988-08-02
19880803,0.3,-0.25,-0.12,0.026,1988,08,03,1988-08-03
19880804,-0.21,0.23,0.22,0.026,1988,08,04,1988-08-04
19880805,-0.32,0.09,0.26,0.026,1988,08,05,1988-08-05
19880808,-0.33,0.21,0.18,0.026,1988,08,08,1988-08-08
19880809,-1.12,0.39,0.17,0.026,1988,08,09,1988-08-09
19880810,-1.66,0.28,0.41,0.026,1988,08,10,1988-08-10
19880811,0.21,-0.46,-0.09,0.026,1988,08,11,1988-08-11
19880812,-0.1,0.24,0.05,0.026,1988,08,12,1988-08-12
19880815,-1.28,0.3,0.48,0.026,1988,08,15,1988-08-15
19880816,0.59,-0.51,-0.35,0.026,1988,08,16,1988-08-16
19880817,0.1,-0.2,0.06,0.026,1988,08,17,1988-08-17
19880818,0.13,-0.01,-0.1,0.026,1988,08,18,1988-08-18
